reads,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,mean()Acc_X,mean()Acc_Y,mean()Acc_Z,class,label
563,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.27395934,-0.017890333,-0.095111558,0,1
564,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.26716515,0.027108345,-0.06825135,0,1
565,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.26021014,0.065940955,-0.10657054,0,1
566,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.27084629,-0.040086523,-0.08776648,0,1
567,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.2855496,-0.072470086,-0.057243547,0,1
568,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.28384658,-0.028349849,-0.12659896,0,1
569,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",-0.27033343,0.059234721,-0.056666829,0,1
570,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.35770991,-0.035391223,-0.1034982,0,1
571,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.26299648,-0.01304195,-0.11436236,0,1
572,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.25903815,-0.015621731,-0.10684629,0,1
573,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.28407807,-0.017065177,-0.11823165,0,1
574,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.29224468,-0.016465621,-0.11807373,0,1
575,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.28900955,-0.018282427,-0.10619326,0,1
576,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.2807251,-0.016330983,-0.11064293,0,1
577,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.26654807,-0.01588764,-0.1068745,0,1
578,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.25779981,-0.016095206,-0.10674798,0,1
579,"-0,00002",0,"-0,00003","-0,00003","-0,00001",0,"-0,00001","-0,00001",0.26238894,-0.017120727,-0.11182821,0,1
580,"-0,00003","-0,00002","0,00001","-0,00002","-0,00001","-0,00002",0,"-0,00003",0.27740118,-0.017043803,-0.11081067,0,1
581,"-0,00003","-0,00002","0,00001","-0,00002","-0,00001","-0,00002",0,"-0,00003",0.061186573,-0.011163862,-0.036830383,0,1
582,"-0,00002","-0,00001","-0,00001","-0,00001","0,00001","-0,00003","-0,00001",0,0.34391723,-0.031638123,-0.11876799,0,1
583,"-0,00002","-0,00001","-0,00001","-0,00001","0,00001","-0,00003","-0,00001",0,0.26942456,-0.01055157,-0.11720196,0,1
584,"-0,00002","-0,00001","-0,00001","-0,00001","0,00001","-0,00003","-0,00001",0,0.27537018,-0.017070771,-0.1096177,0,1
585,"-0,00002","-0,00001","-0,00001","-0,00001","0,00001","-0,00003","-0,00001",0,0.28422452,-0.018274176,-0.11417142,0,1
586,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27924636,-0.016580887,-0.10730724,0,1
588,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27861241,-0.016744862,-0.10783497,0,1
589,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27367494,-0.01676983,-0.1122094,0,1
590,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27657213,-0.015897829,-0.11152089,0,1
591,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27831789,-0.017513229,-0.11094936,0,1
592,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27248973,-0.018007417,-0.10639905,0,1
593,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.27721839,-0.016698134,-0.10710786,0,1
594,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.29163418,-0.014972881,-0.15976364,0,1
595,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.28512039,0.0067621401,-0.087324093,0,1
596,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.24066899,-0.040748481,-0.10772871,0,1
597,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.30247452,-0.015351499,-0.12844592,0,1
598,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.28243899,0.001155636,-0.13047289,0,1
599,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.29491553,-0.020137607,-0.091818099,0,1
600,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.2504735,-0.035023747,-0.084093353,0,1
601,"-0,00002",0,"-0,00003","0,00001","-0,00003",0,"-0,00002",0,0.23922113,0.0065782558,-0.12706812,0,1
602,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.33770701,-0.0042082511,-0.1310831,0,1
603,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.26852186,-0.042939982,-0.072588418,0,1
604,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.24843563,-0.020143338,-0.074775553,0,1
605,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.26889439,-0.015807914,-0.11939586,0,1
606,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.30344228,-0.022841831,-0.13996845,0,1
607,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.29192158,-0.010980288,-0.11394106,0,1
608,0,"-0,00002","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00002",0.26841076,0.020047468,-0.19595794,0,1
609,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.30029053,-0.055739891,-0.13905246,0,1
610,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.27454548,0.010493163,-0.14317331,0,1
611,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.28836911,-0.012305963,-0.10517003,0,1
612,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.26482439,-0.021515022,-0.086917894,0,1
613,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.31564506,-0.018495012,-0.12568041,0,1
614,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.30447714,-0.017665493,-0.089242297,0,1
615,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.20046704,-0.026278572,-0.086678057,0,1
616,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.26030918,-0.011686588,-0.11975587,0,1
617,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.30906248,-0.0090706387,-0.16277919,0,1
618,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.30166119,-0.019919391,-0.0907304,0,1
619,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.20956471,-0.020663275,-0.042663638,0,1
620,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.27821911,-0.024317013,-0.13207519,0,1
621,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.32661005,-0.016921005,-0.1508,0,1
622,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.26980626,-0.00025139395,-0.071798929,0,1
623,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.36400551,-0.011985323,-0.13797327,0,1
624,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.35510843,0.018031926,-0.070406626,0,1
625,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.36403235,-0.042051321,-0.1039141,0,1
626,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.21899076,-0.029465827,-0.091102532,0,1
627,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.21748354,0.030261646,-0.10473244,0,1
628,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.22571795,-0.039452822,-0.14404035,0,1
629,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.23403677,-0.038275976,-0.12799348,0,1
630,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.3708507,0.02314204,-0.14165105,0,1
631,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.2586033,0.012907529,-0.084638902,0,1
632,"-0,00001","-0,00003","-0,00004","-0,00003",0,"-0,00001","0,00002","0,00001",0.30990241,0.021053218,-0.15243574,0,1
633,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.23899183,-0.042579971,-0.085303612,0,1
634,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.40689452,-0.027527223,-0.051406937,0,1
635,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.35804906,-0.028888096,-0.10848229,0,1
636,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.12166437,-0.042791613,-0.12842315,0,1
639,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.16016873,0.012275909,-0.17618024,0,1
640,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.34577011,0.008331067,-0.12970563,0,1
641,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.26170209,0.0098124347,-0.13133701,0,1
642,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.3789949,-0.05024955,-0.076372861,0,1
643,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.26937883,-0.037452758,-0.10216728,0,1
644,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.13771755,0.0018420117,-0.07185554,0,1
645,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.35522774,-0.0017599745,-0.10702329,0,1
646,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.27377455,-0.0037138714,-0.22327604,0,1
647,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.23644039,-0.12193899,-0.15942202,0,1
648,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.31364281,-0.0021203364,-0.057606745,0,1
649,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.33823101,-0.00090524071,-0.067775189,0,1
650,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.26722577,-0.015071218,-0.10317502,0,1
651,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.24148213,-0.053850982,-0.083056366,0,1
652,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.27492864,-0.04149706,-0.13585848,0,1
653,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.19479704,-0.0093078134,-0.14639459,0,1
654,"-0,00004","-0,00006","-0,00001",0,0,"-0,00003",0,0,0.19108755,-0.011703716,-0.14941735,0,1
655,"0,00001","0,00002","0,00001",0,"-0,00001","-0,00002","-0,00003","-0,00001",0.23864352,-0.12418937,-0.13710491,0,1
656,"-0,00001","-0,00001","-0,00003","-0,00001",0,"0,00002",0,0,0.37661057,-0.010742054,-0.099111386,0,1
657,"-0,00001","-0,00001","-0,00003","-0,00001",0,"0,00002",0,0,0.39366628,-0.010218646,-0.13163478,0,1
658,"-0,00001","-0,00001","-0,00003","-0,00001",0,"0,00002",0,0,0.26265802,-0.0286908,-0.12072256,0,1
659,"-0,00001","-0,00001","-0,00003","-0,00001",0,"0,00002",0,0,0.23088375,-0.025104612,-0.070413035,0,1
660,"-0,00001","-0,00001","-0,00003","-0,00001",0,"0,00002",0,0,0.2957943,-0.036844175,-0.1144386,0,1
661,"-0,00001","-0,00001","-0,00003","-0,00001",0,"0,00002",0,0,0.18529287,0.00081271653,-0.14176694,0,1
662,"0,00001",0,"0,00001",0,"-0,00001","-0,00001","-0,00001",0,0.15940435,0.010533098,-0.11574261,0,1
663,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.29807391,-0.20173135,-0.20478727,0,1
664,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.21463291,-0.014642436,-0.11018036,0,1
665,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.20637424,-6.2653314e-05,-0.08890752,0,1
666,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.30506435,-0.0056742337,-0.07407593,0,1
667,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.32496752,0.035031384,-0.051698119,0,1
668,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.28750332,-0.048242483,-0.081209931,0,1
670,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.21894807,-0.050101861,-0.12312134,0,1
671,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.1791572,-0.02288726,-0.15567491,0,1
672,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.27911531,0.01056235,-0.059284912,0,1
673,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.28054459,-0.021530718,-0.11056913,0,1
674,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.27220598,-0.017500432,-0.09457415,0,1
675,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.27142722,-0.019603709,-0.078243188,0,1
676,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.28388166,-0.021874168,-0.12257745,0,1
677,"0,00001","0,00004","-0,00001","-0,00001",0,"-0,00002","-0,00002","-0,00002",0.28114415,-0.020836641,-0.13505985,0,1
678,"-0,00002","-0,00001","0,00001",0,0,0,"0,00001","-0,00002",0.27893183,-0.017987423,-0.11426485,0,1
679,"-0,00002","-0,00001","0,00001",0,0,0,"0,00001","-0,00002",0.27755079,-0.014363712,-0.10170465,0,1
680,"-0,00002","-0,00001","0,00001",0,0,0,"0,00001","-0,00002",0.2738738,-0.014017638,-0.10025853,0,1
681,"-0,00002","-0,00001","0,00001",0,0,0,"0,00001","-0,00002",0.2759053,-0.018010752,-0.10610959,0,1
682,"-0,00002","-0,00001","0,00001",0,0,0,"0,00001","-0,00002",0.30239387,-0.015771145,-0.046833093,0,1
683,"-0,00002","-0,00001","0,00001",0,0,0,"0,00001","-0,00002",0.27010979,-0.020743235,-0.11673824,0,1
684,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27436017,-0.016406789,-0.082983662,0,1
685,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27576294,-0.013671637,-0.09446572,0,1
686,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27633541,-0.013908524,-0.11080606,0,1
689,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.2750132,-0.015239279,-0.10954591,0,1
690,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27788523,-0.017263995,-0.10479985,0,1
691,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.28287427,-0.01425164,-0.11641223,0,1
692,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.29365488,-0.041640983,-0.17607315,0,1
693,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.28757138,-0.03892643,-0.15372476,0,1
694,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.26459293,0.015780489,-0.060545492,0,1
695,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27010488,0.0092401457,-0.07207767,0,1
696,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.23379765,-0.0089945852,-0.068190706,0,1
697,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.29227472,-0.02241997,-0.13985486,0,1
698,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.28873745,-0.01691176,-0.13889369,0,1
699,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.28146396,-0.019342561,-0.11788621,0,1
700,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27577107,-0.017171804,-0.10492841,0,1
701,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27581207,-0.017880268,-0.1039486,0,1
702,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.28033541,-0.019079887,-0.11028346,0,1
703,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27949435,-0.018060544,-0.11905939,0,1
704,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.2758823,-0.016911343,-0.11111063,0,1
705,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27659813,-0.014730308,-0.10562341,0,1
706,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.27869959,-0.015058348,-0.10791356,0,1
707,"0,00003","0,00002","-0,00001","-0,00001",0,"-0,00002","-0,00001","0,00001",0.23968895,-0.02700088,-0.056882975,0,1
708,"-0,00001","-0,00001","-0,00001","-0,00001","-0,00003","-0,00001","-0,00002",0,0.30353079,-0.018931141,-0.13329166,0,1
709,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27393338,-0.008602606,-0.11295468,0,1
710,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27545496,-0.013879503,-0.10857249,0,1
711,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27922977,-0.016394322,-0.11672419,0,1
712,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.28152183,-0.027618206,-0.1394211,0,1
713,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27710335,-0.018334334,-0.12816714,0,1
714,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.26872938,0.0050717783,-0.11269651,0,1
715,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27550916,-0.01492251,-0.085847916,0,1
716,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.28086926,-0.026303022,-0.097616309,0,1
717,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27962823,-0.018238347,-0.12756565,0,1
718,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27731027,-0.015722833,-0.090720425,0,1
719,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27669713,-0.014802084,-0.10155309,0,1
720,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27757833,-0.014380308,-0.1182158,0,1
721,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",-0.41627026,-0.024966026,-0.034779749,0,1
722,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.39232475,-0.036101162,-0.13142947,0,1
723,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.2586773,-0.011112148,-0.10618486,0,1
724,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.2060255,-0.020043785,-0.11074855,0,1
725,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.17617081,-0.03539695,-0.10972114,0,1
726,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.22729781,-0.024895481,-0.11033182,0,1
727,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.29116623,-0.018296911,-0.10598526,0,1
728,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27181137,-0.018151458,-0.10816409,0,1
729,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.27523237,-0.019276583,-0.1087394,0,1
730,0,"-0,00001","0,00002","0,00001",0,0,0,"-0,00001",0.28351827,-0.021130093,-0.10764403,0,1
731,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00003","0,00001","0,00001",0,0.28838273,-0.017807675,-0.10853344,0,1
732,"-0,00002","0,00002","0,00002",0,"-0,00002","-0,00001","-0,00001","-0,00001",0.29275667,-0.013916691,-0.10774243,0,1
733,"-0,00002","0,00002","0,00002",0,"-0,00002","-0,00001","-0,00001","-0,00001",0.11384184,-0.11251405,-0.11870617,0,1
734,"-0,00002","0,00002","0,00002",0,"-0,00002","-0,00001","-0,00001","-0,00001",0.21684883,-0.043106339,-0.11073282,0,1
735,"-0,00002","0,00002","0,00002",0,"-0,00002","-0,00001","-0,00001","-0,00001",0.27161479,-0.028221339,-0.10151911,0,1
736,"-0,00002","0,00002","0,00002",0,"-0,00002","-0,00001","-0,00001","-0,00001",0.28402103,-0.018403077,-0.10821976,0,1
739,"-0,00003","-0,00005","-0,00002","-0,00001","-0,00002","-0,00002","-0,00002",0,0.28598248,-0.013903898,-0.10709311,0,1
740,"-0,00003","-0,00005","-0,00002","-0,00001","-0,00002","-0,00002","-0,00002",0,0.31987501,-0.0068985993,-0.11119043,0,1
741,"-0,00003","-0,00005","-0,00002","-0,00001","-0,00002","-0,00002","-0,00002",0,0.29583035,-0.0022133121,-0.11105857,0,1
742,"-0,00003","-0,00005","-0,00002","-0,00001","-0,00002","-0,00002","-0,00002",0,0.25230455,-0.032651944,-0.10064527,0,1
743,"-0,00003","-0,00005","-0,00002","-0,00001","-0,00002","-0,00002","-0,00002",0,0.2705239,-0.032988297,-0.10617797,0,1
744,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.22404196,-0.022026203,-0.11496887,0,1
745,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.2538937,-0.019548917,-0.10853676,0,1
746,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.28716162,-0.016669008,-0.10500043,0,1
747,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.25692753,-0.077237772,-0.15986202,0,1
748,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.29299566,-0.032579846,-0.060720267,0,1
749,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.31213933,-0.00048497069,-0.11742318,0,1
750,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.28917278,-0.0033662174,-0.08607509,0,1
751,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.24773273,-0.037916705,-0.14063085,0,1
752,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.30160727,-0.018933459,-0.12417177,0,1
753,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.25926263,0.0012913056,-0.06855725,0,1
754,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.24894921,-0.026779687,-0.091554138,0,1
755,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.30394848,-0.039207868,-0.085620878,0,1
756,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.30218429,-0.033786785,-0.13072719,0,1
757,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.22433029,0.0043613843,-0.10903042,0,1
758,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.32201286,-0.0046053224,-0.13526143,0,1
759,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.27249121,-0.015148829,-0.11945084,0,1
760,"-0,00001","-0,00001","0,00003","-0,00004","-0,00003","-0,00002","-0,00003","-0,00002",0.18843063,-0.05876707,-0.17047417,0,1
761,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.26826709,-0.032576559,-0.101641,0,1
762,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.30712254,-0.038012774,-0.14582705,0,1
763,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.24244829,0.0062265257,-0.11724025,0,1
764,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.27162533,-0.0014597576,-0.11099228,0,1
765,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.28905111,-0.046141496,-0.10050281,0,1
766,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.28784425,-0.033054387,-0.11609568,0,1
767,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.28140199,0.0085590762,-0.090913576,0,1
768,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.28188088,0.013383487,-0.056461323,0,1
769,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.27321363,-0.029130979,-0.059425422,0,1
770,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.31520113,-0.060988516,-0.1284408,0,1
771,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.23387284,-0.020112427,-0.13875748,0,1
772,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.2954706,0.010657572,-0.092545952,0,1
773,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.36489804,-0.020107747,0.010560103,0,1
774,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.34847866,-0.02644719,-0.083240538,0,1
775,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.36589969,-0.031332139,-0.024079018,0,1
776,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.40022209,-0.017475771,-0.23692576,0,1
777,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.14197324,-0.00094917845,-0.074267482,0,1
778,"-0,00001",0,"0,00001","-0,00002","-0,00003","-0,00001",0,"-0,00001",0.24738527,-0.0099019473,-0.016418125,0,1
